year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
1991,0,BH,N,BISHAN ST 22,69,260,0,16,Y,0,N,0,15,0,Y,54,N,0,0,0,0,0,N,3922
1994,0,JW,N,BOON LAY DR,98,260,0,15,Y,0,N,0,56,0,N,42,Y,0,0,0,0,0,N,3923
1984,0,BB,N,BT BATOK EAST AVE 4,110,260,0,12,Y,0,N,0,0,65,N,44,Y,0,0,0,0,1,N,3924
1982,0,JE,N,JURONG EAST ST 24,90,260,0,10,Y,0,N,0,74,0,N,16,Y,0,0,0,0,0,N,3925
2002,0,TP,Y,KIM KEAT AVE,0,260,0,4,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,3926
1999,0,SK,Y,SENGKANG EAST WAY,0,260,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,3927
1983,0,TAP,N,TAMPINES ST 21,80,260,0,11,Y,0,N,0,68,0,Y,12,N,0,0,0,0,0,N,3928
1984,0,YS,N,YISHUN ST 22,110,260,0,12,Y,0,N,0,0,0,N,110,Y,0,0,0,0,0,N,3929
2016,0,AMK,N,ANG MO KIO ST 21,133,260A,0,28,Y,0,N,0,53,0,N,80,N,0,0,0,0,0,N,3930
2014,0,PG,N,PUNGGOL WAY,62,260A,0,17,Y,0,N,0,32,0,N,30,Y,0,0,0,0,0,N,3931
1999,0,SK,N,SENGKANG EAST WAY,102,260A,0,15,Y,0,N,0,74,0,Y,28,N,0,0,0,0,0,N,3932
2016,0,AMK,N,ANG MO KIO ST 21,150,260B,0,26,Y,0,N,0,50,0,N,100,Y,0,0,0,0,0,N,3933
2014,0,PG,N,PUNGGOL WAY,64,260B,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,3934
1999,0,SK,N,SENGKANG EAST WAY,86,260B,0,15,Y,0,N,0,85,0,N,1,N,0,0,0,0,0,N,3935
2017,0,AMK,N,ANG MO KIO ST 21,0,260C,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,3936
2014,0,PG,N,PUNGGOL WAY,64,260C,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3937
1999,0,SK,N,SENGKANG EAST WAY,84,260C,0,15,Y,0,N,0,84,0,N,0,N,0,0,0,0,0,N,3938
2000,0,SK,N,SENGKANG EAST WAY,126,260D,0,15,Y,0,N,0,84,0,N,42,Y,0,0,0,0,0,N,3939
1975,0,QT,N,DOVER CRES,96,27,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,4101
1991,0,BH,N,BISHAN ST 22,85,261,85,11,Y,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,3940
1994,0,JW,N,BOON LAY DR,70,261,0,15,Y,0,N,0,70,0,Y,0,N,0,0,0,0,0,N,3941
1984,0,BB,N,BT BATOK EAST AVE 4,16,261,0,4,Y,0,N,0,0,8,N,8,N,0,0,0,0,0,N,3942
1999,0,SK,Y,COMPASSVALE ST,0,261,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,3943
1982,0,JE,N,JURONG EAST ST 24,175,261,1,13,Y,0,N,0,0,110,Y,64,N,0,0,0,0,0,N,3944
2014,0,PG,Y,PUNGGOL WAY,0,261,0,7,N,0,Y,0,0,0,Y,0,N,0,0,0,0,0,N,3945
1988,0,SGN,N,SERANGOON CTRL DR,52,261,0,4,Y,0,N,0,0,51,Y,0,N,0,0,0,0,1,N,3946
1983,0,TAP,N,TAMPINES ST 21,126,261,0,10,Y,0,N,0,0,45,N,81,Y,0,0,0,0,0,N,3947
2018,0,TP,N,TOA PAYOH EAST,139,261,0,36,Y,0,N,0,0,0,N,139,N,0,0,0,0,0,N,3948
1978,0,CT,N,WATERLOO ST,0,261,0,5,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,3949
1985,0,YS,N,YISHUN ST 22,12,261,0,4,Y,0,N,0,0,8,Y,4,N,0,0,0,0,0,N,3950
2014,0,PG,N,PUNGGOL WAY,120,261A,0,17,Y,0,N,0,0,88,N,32,N,0,0,0,0,0,N,3951
1999,0,SK,N,SENGKANG EAST WAY,86,261A,0,15,Y,0,N,0,85,0,N,1,N,0,0,0,0,0,N,3952
2018,0,TP,Y,TOA PAYOH EAST,0,261A,0,7,N,0,Y,0,0,0,N,0,Y,0,0,0,0,0,N,3953
2014,0,PG,N,PUNGGOL WAY,64,261B,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,3954
1999,0,SK,N,SENGKANG EAST WAY,112,261B,0,15,Y,0,N,0,84,0,N,28,Y,0,0,0,0,0,N,3955
2014,0,PG,N,PUNGGOL WAY,64,261C,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3956
1999,0,SK,N,SENGKANG EAST WAY,84,261C,0,15,Y,0,N,0,0,0,Y,84,N,0,0,0,0,0,N,3957
1999,0,SK,N,SENGKANG EAST WAY,86,261D,0,15,Y,0,N,0,85,0,N,1,N,0,0,0,0,0,N,3958
1991,0,BH,N,BISHAN ST 22,85,262,0,13,Y,0,N,0,13,0,Y,72,N,0,0,0,0,0,N,3959
1994,0,JW,N,BOON LAY DR,119,262,0,14,Y,0,N,0,46,0,N,73,Y,0,0,0,0,0,N,3960
1984,0,BB,N,BT BATOK EAST AVE 4,24,262,0,4,Y,0,N,0,0,16,N,8,N,0,0,0,0,0,N,3961
2000,0,SK,N,COMPASSVALE ST,0,262,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,3962
1982,0,JE,N,JURONG EAST ST 24,15,262,0,4,Y,0,N,0,0,13,Y,2,N,0,0,0,0,0,N,3963
1988,0,SGN,N,SERANGOON CTRL DR,47,262,0,4,Y,0,N,0,1,46,Y,0,N,0,0,0,0,0,N,3964
1983,0,TAP,N,TAMPINES ST 21,144,262,0,10,Y,0,N,0,0,54,N,90,Y,0,0,0,0,0,N,3965
2018,0,TP,N,TOA PAYOH EAST,138,262,0,36,Y,0,N,0,0,68,N,70,N,0,0,0,0,0,N,3966
1978,0,CT,N,WATERLOO ST,78,262,0,18,Y,0,N,0,0,0,N,78,N,0,0,0,0,0,N,3967
1984,0,YS,N,YISHUN ST 22,110,262,0,12,Y,0,N,0,0,0,Y,110,N,0,0,0,0,0,N,3968
1994,0,JW,N,BOON LAY DR,0,262A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,3969
1999,0,SK,N,COMPASSVALE ST,126,262A,0,15,Y,0,N,0,84,0,N,42,Y,0,0,0,0,0,N,3970
2000,0,SK,N,COMPASSVALE ST,84,262B,84,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,3971
2000,0,SK,N,COMPASSVALE ST,84,262C,84,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,3972
1999,0,SK,N,COMPASSVALE ST,84,262D,0,15,Y,0,N,0,84,0,N,0,N,0,0,0,0,0,N,3973
1991,0,BH,N,BISHAN ST 22,121,263,0,25,Y,0,N,0,25,0,N,96,N,0,0,0,0,0,N,3974
1994,0,JW,N,BOON LAY DR,112,263,0,15,Y,0,N,0,56,0,Y,56,N,0,0,0,0,0,N,3975
1984,0,BB,N,BT BATOK EAST AVE 4,110,263,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,3976
2002,0,SK,N,COMPASSVALE ST,0,263,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,3977
1982,0,JE,N,JURONG EAST ST 24,80,263,0,11,Y,0,N,0,68,0,N,12,N,0,0,0,0,0,N,3978
1988,0,SGN,N,SERANGOON CTRL DR,75,263,0,6,Y,0,N,0,0,67,Y,8,N,0,0,0,0,0,N,3979
1983,0,TAP,N,TAMPINES ST 21,144,263,0,10,Y,0,N,0,0,54,N,90,Y,0,0,0,0,0,N,3980
2018,0,TP,N,TOA PAYOH EAST,140,263,0,36,Y,0,N,0,0,70,N,70,N,0,0,0,0,0,N,3981
1978,0,CT,N,WATERLOO ST,124,263,0,21,Y,0,N,0,4,119,N,0,N,0,0,0,0,1,N,3982
1985,0,YS,N,YISHUN ST 22,104,263,0,12,Y,0,N,0,6,54,N,44,N,0,0,0,0,0,N,3983
1991,0,BH,Y,BISHAN ST 22,0,263A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,3984
1991,0,BH,N,BISHAN ST 24,75,264,0,16,Y,0,N,0,17,0,Y,58,N,0,0,0,0,0,N,3985
1993,0,JW,N,BOON LAY DR,56,264,0,15,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,3986
1984,0,BB,N,BT BATOK EAST AVE 4,110,264,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,3987
1982,0,JE,N,JURONG EAST ST 24,189,264,2,13,Y,0,N,0,1,162,N,24,Y,0,0,0,0,0,N,3988
2014,0,PG,N,PUNGGOL WAY,0,264,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,3989
1988,0,SGN,Y,SERANGOON CTRL,0,264,0,3,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,3990
1983,0,TAP,N,TAMPINES ST 21,119,264,0,10,Y,0,N,0,0,43,Y,76,N,0,0,0,0,0,N,3991
2018,0,TP,N,TOA PAYOH EAST,140,264,0,36,Y,0,N,0,0,0,N,140,N,0,0,0,0,0,N,3992
1978,0,CT,N,WATERLOO ST,127,264,0,18,Y,0,N,0,3,124,N,0,N,0,0,0,0,0,N,3993
1985,0,YS,N,YISHUN ST 22,110,264,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,3994
2006,0,SK,N,COMPASSVALE BOW,50,264A,0,17,Y,0,N,0,0,0,N,50,N,0,0,0,0,0,N,3995
2014,0,PG,N,PUNGGOL WAY,128,264A,0,17,Y,0,N,0,32,0,N,32,Y,58,0,6,0,0,N,3996
2005,0,SK,N,COMPASSVALE BOW,64,264B,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3997
2006,0,SK,N,COMPASSVALE BOW,64,264C,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3998
2006,0,SK,N,COMPASSVALE BOW,64,264D,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3999
2006,0,SK,N,COMPASSVALE BOW,64,264E,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4000
2006,0,SK,N,COMPASSVALE BOW,64,264F,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4001
1991,0,BH,N,BISHAN ST 24,84,265,0,16,Y,0,N,0,17,0,N,67,N,0,0,0,0,0,N,4002
1993,0,JW,N,BOON LAY DR,56,265,0,15,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,4003
1985,0,BB,N,BT BATOK EAST AVE 4,142,265,2,12,Y,0,N,0,0,118,Y,21,N,0,0,0,0,1,N,4004
2006,0,SK,N,COMPASSVALE LINK,0,265,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4005
1989,0,SGN,N,SERANGOON CTRL DR,0,265,0,4,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4006
1983,0,TAP,N,TAMPINES ST 21,135,265,0,10,Y,0,N,0,0,45,N,90,Y,0,0,0,0,0,N,4007
1997,0,JE,N,TOH GUAN RD,135,265,0,25,Y,0,N,0,90,0,N,45,N,0,0,0,0,0,N,4008
1985,0,YS,N,YISHUN ST 22,154,265,0,11,Y,0,N,0,52,0,N,102,Y,0,0,0,0,0,N,4009
2006,0,SK,N,COMPASSVALE LINK,64,265A,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4010
2013,0,PG,N,PUNGGOL WAY,128,265A,0,17,Y,0,N,0,32,0,N,32,N,59,0,5,0,0,N,4011
2006,0,SK,N,COMPASSVALE LINK,64,265B,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4012
2013,0,PG,N,PUNGGOL WAY,64,265B,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,4013
2006,0,SK,N,COMPASSVALE LINK,64,265C,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4014
2013,0,PG,N,PUNGGOL WAY,64,265C,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,4015
2006,0,SK,N,COMPASSVALE BOW,64,265D,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4016
2013,0,PG,N,PUNGGOL WAY,64,265D,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,4017
2005,0,SK,N,COMPASSVALE BOW,64,265E,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4018
1991,0,BH,N,BISHAN ST 24,69,266,0,16,Y,0,N,0,15,0,N,54,N,0,0,0,0,0,N,4019
1993,0,JW,N,BOON LAY DR,56,266,0,15,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,4020
1985,0,BB,N,BT BATOK EAST AVE 4,112,266,0,12,Y,0,N,0,0,0,N,112,N,0,0,0,0,0,N,4021
2005,0,SK,Y,COMPASSVALE BOW,0,266,0,8,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,4022
1993,0,PRC,N,PASIR RIS ST 21,37,266,37,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4023
2013,0,PG,Y,PUNGGOL WAY,0,266,0,2,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4024
1990,0,SGN,N,SERANGOON CTRL DR,0,266,0,5,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,4025
1983,0,TAP,N,TAMPINES ST 21,126,266,0,10,Y,0,N,0,0,45,N,81,N,0,0,0,0,0,N,4026
1997,0,JE,N,TOH GUAN RD,86,266,0,10,Y,0,N,0,0,0,N,86,N,0,0,0,0,0,N,4027
1985,0,YS,N,YISHUN ST 22,110,266,0,12,Y,0,N,0,0,65,N,44,Y,0,0,0,0,1,N,4028
2005,0,SK,N,COMPASSVALE BOW,64,266A,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4029
2014,0,PG,N,PUNGGOL WAY,120,266A,0,17,Y,0,N,0,30,0,N,30,Y,53,0,7,0,0,N,4030
2006,0,SK,N,COMPASSVALE BOW,64,266B,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4031
2014,0,PG,N,PUNGGOL WAY,112,266B,0,17,Y,0,N,0,0,48,N,64,N,0,0,0,0,0,N,4032
2006,0,SK,N,COMPASSVALE BOW,64,266C,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4033
2014,0,PG,N,PUNGGOL WAY,112,266C,0,17,Y,0,N,0,0,48,Y,64,N,0,0,0,0,0,N,4034
2006,0,SK,N,COMPASSVALE BOW,0,266D,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4035
2013,0,PG,N,PUNGGOL WAY,64,266D,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,4036
1991,0,BH,N,BISHAN ST 24,76,267,0,11,Y,0,N,0,0,0,N,76,Y,0,0,0,0,0,N,4037
1997,0,JW,N,BOON LAY DR,84,267,0,15,Y,0,N,0,56,0,N,28,N,0,0,0,0,0,N,4038
1985,0,BB,N,BT BATOK EAST AVE 4,143,267,0,11,Y,0,N,0,1,101,N,41,Y,0,0,0,0,0,N,4039
2005,0,SK,Y,COMPASSVALE LINK,0,267,0,7,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4040
1993,0,PRC,N,PASIR RIS ST 21,37,267,37,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4041
2011,0,PG,Y,PUNGGOL FIELD,0,267,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4042
1995,0,SGN,N,SERANGOON AVE 3,0,267,0,3,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,Y,4043
1982,0,TAP,N,TAMPINES ST 21,305,267,1,11,Y,0,N,0,0,199,Y,105,Y,0,0,0,0,0,N,4044
1997,0,JE,N,TOH GUAN RD,135,267,0,25,Y,0,N,0,90,0,N,45,N,0,0,0,0,0,N,4045
1984,0,YS,N,YISHUN ST 22,32,267,0,4,Y,0,N,0,0,24,N,8,N,0,0,0,0,0,N,4046
2005,0,SK,N,COMPASSVALE LINK,95,267A,0,17,Y,0,N,0,32,0,N,63,N,0,0,0,0,0,N,4047
1993,0,PRC,N,PASIR RIS ST 21,0,267A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4048
2011,0,PG,N,PUNGGOL FIELD,89,267A,0,16,Y,0,N,0,32,0,N,57,Y,0,0,0,0,0,N,4049
1997,0,JE,Y,TOH GUAN RD,0,267A,0,5,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4050
2005,0,SK,N,COMPASSVALE LINK,93,267B,0,17,Y,0,N,0,32,0,N,61,N,0,0,0,0,0,N,4051
2011,0,PG,N,PUNGGOL FIELD,89,267B,0,16,Y,0,N,0,32,0,N,57,Y,0,0,0,0,0,N,4052
2011,0,PG,N,PUNGGOL FIELD,58,267C,0,16,Y,0,N,0,45,0,N,13,N,0,0,0,0,0,N,4053
1991,0,BH,N,BISHAN ST 24,99,268,0,18,Y,0,N,0,11,0,Y,88,N,0,0,0,0,0,N,4054
2000,0,JW,Y,BOON LAY DR,0,268,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4055
1985,0,BB,N,BT BATOK EAST AVE 4,88,268,0,12,Y,0,N,0,0,0,N,88,Y,0,0,0,0,0,N,4056
2005,0,SK,N,COMPASSVALE LINK,0,268,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4057
1993,0,PRC,N,PASIR RIS ST 21,42,268,42,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4058
2012,0,PG,N,PUNGGOL FIELD,0,268,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4059
1984,0,TAP,N,TAMPINES ST 21,120,268,0,11,Y,0,N,0,100,0,N,20,N,0,0,0,0,0,N,4060
1997,0,JE,N,TOH GUAN RD,87,268,0,16,Y,0,N,0,15,0,N,72,N,0,0,0,0,0,N,4061
1984,0,YS,N,YISHUN ST 22,32,268,0,4,Y,0,N,0,0,24,N,8,N,0,0,0,0,0,N,4062
2000,0,JW,N,BOON LAY DR,65,268A,0,16,Y,0,N,0,50,0,N,15,N,0,0,0,0,0,N,4063
1991,0,BH,Y,BISHAN ST 24,0,268A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4064
2004,0,SK,N,COMPASSVALE LINK,95,268A,0,17,Y,0,N,0,32,0,N,63,N,0,0,0,0,0,N,4065
2011,0,PG,N,PUNGGOL FIELD,59,268A,0,16,Y,0,N,0,30,0,N,29,N,0,0,0,0,0,N,4066
2000,0,JW,N,BOON LAY DR,92,268B,0,16,Y,0,N,0,61,0,N,31,N,0,0,0,0,0,N,4067
2004,0,SK,N,COMPASSVALE LINK,95,268B,0,17,Y,0,N,0,32,0,N,63,N,0,0,0,0,0,N,4068
2011,0,PG,N,PUNGGOL FIELD,89,268B,0,16,Y,0,N,0,2,0,N,87,N,0,0,0,0,0,N,4069
2000,0,JW,N,BOON LAY DR,107,268C,0,16,Y,0,N,0,61,0,N,46,N,0,0,0,0,0,N,4070
2004,0,SK,N,COMPASSVALE LINK,96,268C,0,17,Y,0,N,0,32,0,N,64,N,0,0,0,0,0,N,4071
2011,0,PG,N,PUNGGOL FIELD,89,268C,0,16,Y,0,N,0,2,0,N,87,N,0,0,0,0,0,N,4072
2004,0,SK,N,COMPASSVALE LINK,96,268D,0,17,Y,0,N,0,32,0,N,64,N,0,0,0,0,0,N,4073
2011,0,PG,N,PUNGGOL FIELD,89,268D,0,16,Y,0,N,0,17,0,N,72,Y,0,0,0,0,0,N,4074
1991,0,BH,N,BISHAN ST 24,80,269,0,21,Y,0,N,0,0,0,Y,80,N,0,0,0,0,0,N,4075
1984,0,BB,N,BT BATOK EAST AVE 4,124,269,0,11,Y,0,N,0,0,83,N,41,N,0,0,0,0,0,N,4076
2004,0,SK,Y,COMPASSVALE LINK,0,269,0,6,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4077
1993,0,PRC,N,PASIR RIS ST 21,42,269,42,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4078
2012,0,PG,N,PUNGGOL FIELD,0,269,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4079
1983,0,CT,N,QUEEN ST,0,269,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4080
1982,0,TAP,N,TAMPINES ST 21,182,269,2,10,Y,0,N,0,0,163,N,17,N,0,0,0,0,0,N,4081
1997,0,JE,N,TOH GUAN RD,135,269,0,25,Y,0,N,0,90,0,N,45,Y,0,0,0,0,0,N,4082
1985,0,YS,N,YISHUN ST 22,151,269,0,12,Y,0,N,0,7,77,N,67,N,0,0,0,0,0,N,4083
2004,0,SK,N,COMPASSVALE LINK,94,269A,0,17,Y,0,N,0,32,0,N,62,N,0,0,0,0,0,N,4084
1993,0,PRC,Y,PASIR RIS ST 21,0,269A,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4085
2011,0,PG,N,PUNGGOL FIELD,89,269A,0,16,Y,0,N,0,17,0,Y,72,N,0,0,0,0,0,N,4086
1983,0,CT,N,QUEEN ST,32,269A,0,7,Y,0,N,0,0,28,N,4,N,0,0,0,0,0,N,4087
2015,0,YS,N,YISHUN ST 22,238,269A,0,15,Y,0,Y,0,0,0,Y,0,N,0,140,0,98,0,N,4088
2004,0,SK,N,COMPASSVALE LINK,99,269B,0,17,Y,0,N,0,32,0,N,67,N,0,0,0,0,0,N,4089
1993,0,PRC,N,PASIR RIS ST 21,0,269B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4090
2011,0,PG,N,PUNGGOL FIELD,89,269B,0,16,Y,0,N,0,2,0,Y,87,N,0,0,0,0,0,N,4091
1983,0,CT,N,QUEEN ST,138,269B,0,23,Y,0,N,0,1,43,N,94,N,0,0,0,0,0,N,4092
2015,0,YS,N,YISHUN ST 22,238,269B,0,15,Y,0,N,0,0,0,N,0,N,0,140,0,98,0,N,4093
2005,0,SK,N,COMPASSVALE LINK,99,269C,0,17,Y,0,N,0,32,0,N,67,N,0,0,0,0,0,N,4094
2011,0,PG,N,PUNGGOL FIELD,89,269C,0,16,Y,0,N,0,17,0,N,72,N,0,0,0,0,0,N,4095
1983,0,CT,N,QUEEN ST,31,269C,0,7,Y,0,N,0,1,26,N,4,N,0,0,0,0,0,N,4096
2005,0,SK,N,COMPASSVALE LINK,99,269D,0,17,Y,0,N,0,32,0,N,67,N,0,0,0,0,0,N,4097
1995,0,GL,N,BALAM RD,89,27,0,19,Y,0,N,0,36,0,N,53,N,0,0,0,0,0,N,4098
1971,0,KWN,N,BENDEMEER RD,0,27,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4099
1991,0,BD,N,CHAI CHEE RD,72,27,0,18,Y,0,N,0,31,0,N,41,N,0,0,0,0,0,N,4100
2011,0,QT,N,GHIM MOH LINK,280,27,0,40,Y,0,N,0,0,76,N,117,N,0,1,86,0,0,N,4102
1978,0,CT,N,JLN BERSEH,3,27,0,2,Y,0,N,0,0,0,Y,0,N,0,0,0,0,3,N,4103
1963,0,KWN,N,JLN BAHAGIA,118,27,0,10,Y,0,N,0,0,116,N,2,N,0,0,0,0,0,N,4104
2008,0,BM,N,JLN MEMBINA,0,27,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4105
1949,0,BM,N,LIM LIAK ST,15,27,0,4,Y,0,N,0,0,14,N,1,N,0,0,0,0,0,N,4106
1974,0,MP,N,MARINE CRES,96,27,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,4107
1976,0,WL,N,MARSILING DR,120,27,0,13,Y,0,N,0,0,0,N,120,Y,0,0,0,0,0,N,4108
1976,0,BD,N,NEW UPP CHANGI RD,232,27,0,14,Y,0,N,0,2,230,N,0,Y,0,0,0,0,0,N,4109
1962,0,QT,N,TANGLIN HALT RD,109,27,0,10,Y,0,N,0,0,79,N,5,N,0,0,25,0,0,N,4110
1975,0,BM,N,TELOK BLANGAH WAY,156,27,0,14,Y,0,N,0,0,0,N,156,Y,0,0,0,0,0,N,4111
1970,0,TP,N,TOA PAYOH EAST,198,27,0,11,Y,0,N,0,0,198,N,0,N,0,0,0,0,0,N,4112
1999,0,GL,N,BALAM RD,0,27A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4113
1991,0,BD,N,CHAI CHEE RD,0,27A,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4114
2007,0,BM,N,JLN MEMBINA,150,27A,0,27,Y,0,N,0,0,0,N,150,N,0,0,0,0,0,N,4115
2007,0,BM,N,JLN MEMBINA,92,27B,0,24,Y,0,N,0,46,0,N,46,N,0,0,0,0,0,N,4116
1988,0,BP,N,BANGKIT RD,154,270,0,13,Y,0,N,0,48,0,N,106,Y,0,0,0,0,0,N,4117
1991,0,BH,N,BISHAN ST 24,71,270,0,14,Y,0,N,0,8,0,Y,63,N,0,0,0,0,0,N,4118
1993,0,PRC,N,PASIR RIS ST 21,42,270,42,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4119
2011,0,PG,Y,PUNGGOL FIELD,0,270,0,2,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4120
2009,0,CT,N,QUEEN ST,0,270,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,4121
2008,0,SK,Y,SENGKANG CTRL,0,270,0,5,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4122
1984,0,TAP,N,TAMPINES ST 21,223,270,1,11,Y,0,N,0,0,180,N,42,Y,0,0,0,0,0,N,4123
1997,0,JE,N,TOH GUAN RD,111,270,0,21,Y,0,N,0,74,0,N,37,N,0,0,0,0,0,N,4124
1985,0,YS,N,YISHUN ST 22,110,270,0,12,Y,0,N,0,0,66,N,44,Y,0,0,0,0,0,N,4125
2011,0,PG,N,PUNGGOL FIELD,89,270A,0,16,Y,0,N,0,32,0,N,57,Y,0,0,0,0,0,N,4126
2008,0,SK,N,SENGKANG CTRL,100,270A,0,16,Y,0,N,0,0,0,N,100,Y,0,0,0,0,0,N,4127
2011,0,PG,N,PUNGGOL FIELD,89,270B,0,16,Y,0,N,0,32,0,N,57,Y,0,0,0,0,0,N,4128
2011,0,PG,N,PUNGGOL FIELD,58,270C,0,16,Y,0,N,0,45,0,N,13,N,0,0,0,0,0,N,4129
1987,0,BP,N,BANGKIT RD,18,271,0,4,Y,0,N,0,5,0,N,13,N,0,0,0,0,0,N,4130
1991,0,BH,N,BISHAN ST 24,93,271,0,14,Y,0,N,0,8,0,Y,85,N,0,0,0,0,0,N,4131
1985,0,BB,N,BT BATOK EAST AVE 4,99,271,0,10,Y,0,N,0,1,83,Y,15,N,0,0,0,0,0,N,4132
1992,0,CCK,N,CHOA CHU KANG AVE 2,64,271,64,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4133
2001,0,JW,Y,JURONG WEST ST 24,0,271,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4134
1993,0,PRC,N,PASIR RIS ST 21,44,271,44,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4135
2012,0,PG,N,PUNGGOL WALK,0,271,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4136
