year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
1977,0,GL,N,ALJUNIED CRES,88,104,0,12,Y,0,N,0,0,0,N,88,Y,0,0,0,0,0,N,218
1985,0,BD,N,BEDOK RESERVOIR RD,84,104,0,15,Y,0,N,0,72,0,N,12,N,0,0,0,0,0,N,219
1976,0,BD,N,BEDOK NTH AVE 4,153,104,3,14,Y,0,N,0,0,124,N,26,Y,0,0,0,0,0,N,220
1985,0,BH,N,BISHAN ST 12,24,104,0,4,Y,0,N,0,0,16,N,8,N,0,0,0,0,0,N,221
1984,0,BB,N,BT BATOK CTRL,88,104,0,8,Y,0,N,0,0,0,N,88,Y,0,0,0,0,0,N,222
1983,0,BM,N,BT PURMEI RD,132,104,0,12,Y,0,N,0,0,88,N,44,N,0,0,0,0,0,N,223
1964,0,QT,N,C'WEALTH CRES,99,104,0,10,Y,0,N,0,0,0,N,0,Y,0,99,0,0,0,N,224
2017,0,SB,N,CANBERRA ST,0,104,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,225
1984,0,CL,N,CLEMENTI ST 14,16,104,16,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,226
1986,0,BP,N,GANGSA RD,90,104,0,10,Y,0,N,0,0,54,N,36,N,0,0,0,0,0,N,227
1967,0,BM,N,HENDERSON CRES,96,104,0,12,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,228
1983,0,HG,N,HOUGANG AVE 1,8,104,0,4,Y,0,N,0,0,8,Y,0,N,0,0,0,0,0,N,229
1967,0,BM,N,JLN BT MERAH,216,104,0,12,Y,0,N,0,0,0,N,0,N,0,216,0,0,0,N,230
1980,0,KWN,N,JLN DUSUN,24,104,0,4,Y,0,N,0,0,0,N,24,N,0,0,0,0,0,N,231
1983,0,KWN,N,JLN RAJAH,144,104,0,25,Y,0,N,0,96,0,N,48,Y,0,0,0,0,0,N,232
1982,0,JE,N,JURONG EAST ST 13,20,104,0,4,Y,0,N,0,0,20,Y,0,N,0,0,0,0,0,N,233
1988,0,BD,N,LENGKONG TIGA,55,104,55,9,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,234
1967,0,TP,N,LOR 1 TOA PAYOH,160,104,0,10,Y,0,N,0,0,0,N,0,N,0,160,0,0,0,N,235
1988,0,PRC,N,PASIR RIS ST 12,130,104,0,11,Y,0,N,0,52,0,N,78,Y,0,0,0,0,0,N,236
1984,0,TP,N,POTONG PASIR AVE 1,174,104,4,16,Y,0,N,0,0,122,Y,48,N,0,0,0,0,0,N,237
1997,0,SK,N,RIVERVALE WALK,78,104,0,17,Y,0,N,0,18,0,N,60,N,0,0,0,0,0,N,238
1984,0,SGN,N,SERANGOON NTH AVE 1,24,104,0,4,Y,0,N,0,0,16,N,8,N,0,0,0,0,0,N,239
1976,0,BM,N,SPOTTISWOODE PK RD,94,104,2,25,Y,0,N,0,92,0,N,0,Y,0,0,0,0,0,N,240
1982,0,TAP,N,TAMPINES ST 11,119,104,1,11,Y,0,N,0,0,78,N,40,N,0,0,0,0,0,N,241
1988,0,CCK,N,TECK WHYE LANE,80,104,0,9,Y,0,N,0,28,0,N,52,N,0,0,0,0,0,N,242
1982,0,KWN,N,TOWNER RD,90,104,0,11,Y,0,N,0,50,0,N,40,Y,0,0,0,0,0,N,243
1997,0,KWN,N,WHAMPOA DR,112,104,0,19,Y,0,N,0,47,0,N,65,N,0,0,0,0,0,N,244
1984,0,WL,N,WOODLANDS ST 13,111,104,0,13,Y,0,N,0,0,0,N,111,N,0,0,0,0,0,N,245
1984,0,YS,N,YISHUN RING RD,0,104,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,246
1994,0,AMK,N,ANG MO KIO ST 11,60,104A,60,12,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,247
2020,0,TP,N,BIDADARI PK DR,290,104A,0,17,Y,0,N,0,0,94,N,156,N,0,0,40,0,0,N,248
2017,0,SB,N,CANBERRA ST,140,104A,0,15,Y,0,N,0,0,42,N,98,N,0,0,0,0,0,N,249
1998,0,BM,N,DEPOT RD,96,104A,0,25,Y,0,N,0,48,0,N,48,N,0,0,0,0,0,N,250
2001,0,PG,N,EDGEFIELD PLAINS,92,104A,0,17,Y,0,N,0,60,0,N,32,N,0,0,0,0,0,N,251
1997,0,BM,Y,HENDERSON CRES,0,104A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,252
1994,0,AMK,N,ANG MO KIO ST 11,88,104B,0,12,Y,0,N,0,88,0,N,0,N,0,0,0,0,0,N,253
2017,0,SB,N,CANBERRA ST,168,104B,0,15,Y,0,N,0,0,28,N,70,N,0,0,70,0,0,N,254
1998,0,BM,N,DEPOT RD,76,104B,0,20,Y,0,N,0,38,0,N,38,N,0,0,0,0,0,N,255
2001,0,PG,N,EDGEFIELD PLAINS,92,104B,0,17,Y,0,N,0,60,0,N,32,N,0,0,0,0,0,N,256
1994,0,AMK,Y,ANG MO KIO ST 11,0,104C,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,257
2017,0,SB,N,CANBERRA ST,137,104C,0,15,Y,0,N,0,0,42,N,95,N,0,0,0,0,0,N,258
1997,0,BM,Y,DEPOT RD,0,104C,0,7,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,259
2017,0,SB,N,CANBERRA ST,167,104D,0,15,Y,0,N,0,0,27,N,70,N,0,0,70,0,0,N,260
1978,0,GL,N,ALJUNIED CRES,88,105,0,12,Y,0,N,0,76,0,N,12,N,0,0,0,0,0,N,261
1977,0,AMK,N,ANG MO KIO AVE 4,90,105,0,10,Y,0,N,0,0,0,N,90,N,0,0,0,0,0,N,262
1985,0,BD,N,BEDOK RESERVOIR RD,110,105,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,263
1976,0,BD,N,BEDOK NTH AVE 4,155,105,1,14,Y,0,N,0,0,128,Y,26,Y,0,0,0,0,0,N,264
1985,0,BH,N,BISHAN ST 12,116,105,0,9,Y,0,N,0,0,64,N,50,N,0,0,0,0,2,N,265
2019,0,TP,N,BIDADARI PK DR,0,105,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,266
1984,0,BB,N,BT BATOK CTRL,81,105,0,10,Y,0,N,0,0,0,Y,81,N,0,0,0,0,0,N,267
1982,0,BM,N,BT PURMEI RD,144,105,0,13,Y,0,N,0,0,96,N,48,N,0,0,0,0,0,N,268
2017,0,SB,N,CANBERRA ST,0,105,0,3,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,269
1984,0,CL,N,CLEMENTI ST 12,42,105,0,4,Y,0,N,0,0,41,Y,0,N,0,0,0,0,1,N,270
2016,0,BM,Y,DEPOT RD,0,105,0,2,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,271
2001,0,PG,Y,EDGEFIELD PLAINS,0,105,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,272
1986,0,BP,N,GANGSA RD,40,105,0,4,Y,0,N,0,0,24,N,16,N,0,0,0,0,0,N,273
1974,0,BM,N,HENDERSON CRES,270,105,0,24,Y,0,N,0,6,264,N,0,Y,0,0,0,0,0,N,274
2005,0,HG,Y,HOUGANG AVE 1,0,105,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,275
1983,0,KWN,N,JLN RAJAH,72,105,72,9,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,276
1967,0,BM,N,JLN BT MERAH,324,105,0,12,Y,0,N,0,0,0,Y,0,Y,0,18,0,306,0,N,277
1982,0,JE,N,JURONG EAST ST 13,98,105,0,12,Y,0,N,0,0,0,N,98,N,0,0,0,0,0,N,278
1988,0,BD,N,LENGKONG TIGA,8,105,8,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,279
1967,0,TP,N,LOR 1 TOA PAYOH,160,105,0,10,Y,0,N,0,0,0,N,0,N,0,160,0,0,0,N,280
1988,0,PRC,N,PASIR RIS ST 12,120,105,0,11,Y,0,N,0,52,0,N,68,Y,0,0,0,0,0,N,281
1984,0,TP,N,POTONG PASIR AVE 1,178,105,0,16,Y,0,N,0,0,152,N,26,Y,0,0,0,0,0,N,282
1997,0,SK,N,RIVERVALE WALK,78,105,0,17,Y,0,N,0,18,0,N,60,N,0,0,0,0,0,N,283
1983,0,SGN,N,SERANGOON NTH AVE 1,120,105,0,13,Y,0,N,0,0,120,N,0,N,0,0,0,0,0,N,284
1987,0,TAP,N,SIMEI ST 1,32,105,32,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,285
1976,0,BM,N,SPOTTISWOODE PK RD,94,105,2,25,Y,0,N,0,92,0,N,0,N,0,0,0,0,0,N,286
1982,0,TAP,N,TAMPINES ST 11,119,105,1,11,Y,0,N,0,0,78,N,40,N,0,0,0,0,0,N,287
1987,0,CCK,N,TECK WHYE LANE,132,105,0,12,Y,0,N,0,0,65,N,66,N,0,0,0,0,1,N,288
1984,0,KWN,N,TOWNER RD,275,105,0,25,Y,0,N,0,0,120,N,155,Y,0,0,0,0,0,N,289
1984,0,WL,N,WOODLANDS ST 13,111,105,0,13,Y,0,N,0,0,0,Y,111,N,0,0,0,0,0,N,290
1984,0,YS,N,YISHUN RING RD,0,105,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,291
2019,0,TP,N,BIDADARI PK DR,64,105A,0,17,Y,0,N,0,36,0,Y,28,N,0,0,0,0,0,N,292
2016,0,BM,N,DEPOT RD,160,105A,0,21,Y,0,N,0,0,80,N,80,N,0,0,0,0,0,N,293
2001,0,PG,N,EDGEFIELD PLAINS,85,105A,0,17,Y,0,N,0,57,0,N,28,N,0,0,0,0,0,N,294
2003,0,BM,N,JLN BT MERAH,0,105A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,295
2019,0,TP,N,BIDADARI PK DR,92,105B,0,17,Y,0,N,0,38,0,N,54,N,0,0,0,0,0,N,296
2017,0,BM,N,DEPOT RD,0,105B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,297
2001,0,PG,N,EDGEFIELD PLAINS,85,105B,0,17,Y,0,N,0,57,0,N,28,N,0,0,0,0,0,N,298
2001,0,PG,N,EDGEFIELD PLAINS,85,105C,0,17,Y,0,N,0,57,0,N,28,N,0,0,0,0,0,N,299
2001,0,PG,N,EDGEFIELD PLAINS,85,105D,0,17,Y,0,N,0,57,0,N,28,Y,0,0,0,0,0,N,300
1978,0,GL,N,ALJUNIED CRES,194,106,0,12,Y,0,N,0,4,167,Y,22,Y,0,0,0,0,1,N,301
1977,0,AMK,N,ANG MO KIO AVE 4,138,106,0,11,Y,0,N,0,2,115,N,20,Y,0,0,0,0,1,N,302
1977,0,BD,N,BEDOK NTH AVE 4,168,106,0,13,Y,0,N,0,0,0,N,0,N,0,134,34,0,0,N,303
1985,0,BD,N,BEDOK RESERVOIR RD,110,106,0,12,Y,0,N,0,0,0,N,110,N,0,0,0,0,0,N,304
2019,0,TP,Y,BIDADARI PK DR,0,106,0,3,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,305
1985,0,BH,N,BISHAN ST 12,96,106,0,13,Y,0,N,0,0,0,Y,96,N,0,0,0,0,0,N,306
1984,0,BB,N,BT BATOK CTRL,100,106,0,8,Y,0,N,0,0,0,N,100,Y,0,0,0,0,0,N,307
1983,0,BM,N,BT PURMEI RD,123,106,0,13,Y,0,N,0,0,51,N,72,N,0,0,0,0,0,N,308
1964,0,QT,N,C'WEALTH CRES,99,106,0,10,Y,0,N,0,0,0,N,0,N,0,99,0,0,0,N,309
2016,0,SB,Y,CANBERRA ST,0,106,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,310
1985,0,CL,N,CLEMENTI ST 12,0,106,0,4,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,311
1986,0,BP,N,GANGSA RD,90,106,0,10,Y,0,N,0,0,54,N,36,N,0,0,0,0,0,N,312
1973,0,BM,N,HENDERSON CRES,130,106,0,14,Y,0,N,0,0,0,Y,130,Y,0,0,0,0,0,N,313
1982,0,HG,N,HOUGANG AVE 1,51,106,0,4,Y,0,N,0,0,41,Y,9,N,0,0,0,0,1,N,314
1967,0,BM,N,JLN BT MERAH,330,106,0,12,Y,0,N,0,0,0,N,0,N,0,18,0,312,0,N,315
1983,0,KWN,N,JLN RAJAH,68,106,68,10,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,316
1980,0,KWN,N,JLN DUSUN,97,106,0,9,Y,0,N,0,0,0,N,97,Y,0,0,0,0,0,N,317
1982,0,JE,N,JURONG EAST ST 13,96,106,0,25,Y,0,N,0,96,0,Y,0,N,0,0,0,0,0,N,318
1988,0,BD,N,LENGKONG TIGA,43,106,43,9,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,319
1967,0,TP,N,LOR 1 TOA PAYOH,158,106,0,10,Y,0,N,0,0,0,N,0,Y,0,158,0,0,0,N,320
1988,0,PRC,N,PASIR RIS ST 12,96,106,0,13,Y,0,N,0,42,0,N,54,N,0,0,0,0,0,N,321
1983,0,TP,N,POTONG PASIR AVE 1,38,106,2,4,Y,0,N,0,0,36,N,0,N,0,0,0,0,0,N,322
2002,0,PG,N,PUNGGOL FIELD,0,106,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,323
1998,0,SK,N,RIVERVALE WALK,78,106,0,17,Y,0,N,0,18,0,N,60,N,0,0,0,0,0,N,324
1983,0,SGN,N,SERANGOON NTH AVE 1,131,106,0,12,Y,0,N,0,1,130,N,0,N,0,0,0,0,0,N,325
1987,0,TAP,N,SIMEI ST 1,100,106,0,11,Y,0,N,0,36,0,N,64,N,0,0,0,0,0,N,326
1976,0,BM,N,SPOTTISWOODE PK RD,94,106,2,25,Y,0,N,0,92,0,N,0,N,0,0,0,0,0,N,327
1983,0,TAP,N,TAMPINES ST 11,80,106,0,11,Y,0,N,0,68,0,N,12,Y,0,0,0,0,0,N,328
1987,0,CCK,N,TECK WHYE LANE,110,106,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,329
1983,0,KWN,N,TOWNER RD,80,106,0,11,Y,0,N,0,40,0,N,40,Y,0,0,0,0,0,N,330
1984,0,WL,N,WOODLANDS ST 13,16,106,0,4,Y,0,N,0,0,8,N,8,N,0,0,0,0,0,N,331
1984,0,YS,N,YISHUN RING RD,60,106,0,4,Y,0,N,0,0,54,Y,4,N,0,0,0,0,2,N,332
2019,0,TP,N,BIDADARI PK DR,107,106A,0,17,Y,0,N,0,45,0,Y,62,Y,0,0,0,0,0,N,333
2016,0,SB,N,CANBERRA ST,252,106A,0,15,Y,0,N,0,0,0,N,0,N,0,112,0,140,0,N,334
1998,0,BM,N,DEPOT RD,96,106A,0,25,Y,0,N,0,48,0,N,48,N,0,0,0,0,0,N,335
1972,0,BM,N,HENDERSON CRES,0,106A,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,336
2005,0,TP,N,LOR 1 TOA PAYOH,0,106A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,337
2001,0,PG,N,PUNGGOL FIELD,131,106A,0,17,Y,0,N,0,101,0,Y,30,N,0,0,0,0,0,N,338
2019,0,TP,N,BIDADARI PK DR,87,106B,0,17,Y,0,N,0,32,0,N,55,Y,0,0,0,0,0,N,339
2016,0,SB,N,CANBERRA ST,252,106B,0,15,Y,0,N,0,0,0,N,0,N,0,112,0,140,0,N,340
1998,0,BM,N,DEPOT RD,76,106B,0,20,Y,0,N,0,38,0,N,38,N,0,0,0,0,0,N,341
2001,0,PG,N,PUNGGOL FIELD,82,106B,0,17,Y,0,N,0,26,0,N,56,N,0,0,0,0,0,N,342
2001,0,PG,N,PUNGGOL FIELD,82,106C,0,17,Y,0,N,0,44,0,N,38,N,0,0,0,0,0,N,343
2001,0,PG,N,PUNGGOL FIELD,86,106D,0,17,Y,0,N,0,86,0,N,0,N,0,0,0,0,0,N,344
1980,0,GL,N,ALJUNIED CRES,88,107,0,12,Y,0,N,0,0,0,N,88,Y,0,0,0,0,0,N,345
1977,0,AMK,N,ANG MO KIO AVE 4,131,107,1,11,Y,0,N,0,1,111,Y,18,N,0,0,0,0,0,N,346
1976,0,BD,N,BEDOK NTH RD,154,107,0,12,Y,0,N,0,0,132,Y,22,N,0,0,0,0,0,N,347
1985,0,BD,N,BEDOK RESERVOIR RD,120,107,0,13,Y,0,N,0,0,72,N,48,N,0,0,0,0,0,N,348
2021,0,TP,N,BIDADARI PK DR,0,107,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,349
1985,0,BH,N,BISHAN ST 12,96,107,0,13,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,350
1982,0,BM,N,BT PURMEI RD,144,107,0,13,Y,0,N,0,0,84,Y,60,N,0,0,0,0,0,N,351
1984,0,BB,N,BT BATOK WEST AVE 6,81,107,0,10,Y,0,N,0,0,0,N,81,Y,0,0,0,0,0,N,352
1964,0,QT,N,C'WEALTH CRES,99,107,0,10,Y,0,N,0,0,0,N,0,Y,0,99,0,0,0,N,353
2017,0,SB,N,CANBERRA ST,0,107,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,354
1984,0,CL,N,CLEMENTI ST 12,0,107,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,355
1986,0,BP,N,GANGSA RD,60,107,60,13,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,356
1982,0,HG,N,HOUGANG AVE 1,0,107,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,357
1967,0,BM,N,JLN BT MERAH,222,107,0,12,Y,0,N,0,0,218,Y,4,N,0,0,0,0,0,N,358
1983,0,KWN,N,JLN RAJAH,96,107,0,13,Y,0,N,0,48,0,Y,48,N,0,0,0,0,0,N,359
1981,0,JE,N,JURONG EAST ST 13,60,107,35,12,Y,0,N,0,25,0,Y,0,Y,0,0,0,0,0,N,360
1988,0,BD,N,LENGKONG TIGA,8,107,8,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,361
1968,0,TP,N,LOR 1 TOA PAYOH,96,107,0,10,Y,0,N,0,0,96,Y,0,N,0,0,0,0,0,N,362
1988,0,PRC,N,PASIR RIS ST 12,96,107,0,13,Y,0,N,0,42,0,N,54,N,0,0,0,0,0,N,363
1984,0,TP,N,POTONG PASIR AVE 1,104,107,0,14,Y,0,N,0,0,65,Y,39,N,0,0,0,0,0,N,364
2001,0,PG,Y,PUNGGOL FIELD,0,107,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,365
1998,0,SK,N,RIVERVALE WALK,78,107,0,17,Y,0,N,0,18,0,N,60,N,0,0,0,0,0,N,366
1984,0,SGN,N,SERANGOON NTH AVE 1,112,107,0,13,Y,0,N,0,1,111,Y,0,N,0,0,0,0,0,N,367
1987,0,TAP,N,SIMEI ST 1,140,107,0,11,Y,0,N,0,52,0,Y,88,Y,0,0,0,0,0,N,368
1976,0,BM,N,SPOTTISWOODE PK RD,94,107,2,25,Y,0,N,0,92,0,N,0,N,0,0,0,0,0,N,369
1983,0,TAP,N,TAMPINES ST 11,115,107,1,10,Y,0,N,0,0,65,Y,49,N,0,0,0,0,0,N,370
1988,0,CCK,N,TECK WHYE LANE,54,107,54,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,371
1982,0,KWN,N,TOWNER RD,295,107,0,25,Y,0,N,0,0,140,N,155,Y,0,0,0,0,0,N,372
1984,0,WL,N,WOODLANDS ST 13,8,107,8,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,373
1981,0,YS,N,YISHUN RING RD,337,107,2,11,Y,0,N,0,1,240,N,94,Y,0,0,0,0,0,N,374
2021,0,TP,N,BIDADARI PK DR,145,107A,0,16,Y,0,N,0,15,78,N,52,Y,0,0,0,0,0,N,375
2003,0,QT,N,C'WEALTH CRES,0,107A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,376
1984,0,CL,N,CLEMENTI ST 12,0,107A,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,377
2017,0,SB,N,CANBERRA ST,139,107A,0,15,Y,0,N,0,0,41,N,98,Y,0,0,0,0,0,N,378
2001,0,PG,N,EDGEFIELD PLAINS,86,107A,0,17,Y,0,N,0,86,0,N,0,N,0,0,0,0,0,N,379
2003,0,BM,N,JLN BT MERAH,0,107A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,380
1999,0,SK,N,RIVERVALE WALK,0,107A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,381
2021,0,TP,N,BIDADARI PK DR,78,107B,0,16,Y,0,N,0,48,0,N,30,N,0,0,0,0,0,N,382
2017,0,SB,N,CANBERRA ST,140,107B,0,15,Y,0,N,0,0,42,N,98,N,0,0,0,0,0,N,383
2001,0,PG,N,EDGEFIELD PLAINS,85,107B,0,17,Y,0,N,0,58,0,N,27,N,0,0,0,0,0,N,384
2017,0,SB,N,CANBERRA ST,139,107C,0,15,Y,0,N,0,0,41,N,98,N,0,0,0,0,0,N,385
2001,0,PG,N,EDGEFIELD PLAINS,85,107C,0,17,Y,0,N,0,58,0,N,27,N,0,0,0,0,0,N,386
2001,0,PG,N,EDGEFIELD PLAINS,91,107D,0,17,Y,0,N,0,91,0,N,0,Y,0,0,0,0,0,N,387
1980,0,GL,N,ALJUNIED CRES,152,108,0,12,Y,0,N,0,2,128,N,22,Y,0,0,0,0,0,N,388
1978,0,AMK,N,ANG MO KIO AVE 4,122,108,0,12,Y,0,N,0,1,89,Y,31,N,0,0,0,0,1,N,389
1985,0,BD,N,BEDOK RESERVOIR RD,153,108,0,12,Y,0,N,0,1,86,Y,66,Y,0,0,0,0,0,N,390
1976,0,BD,N,BEDOK NTH RD,154,108,0,12,Y,0,N,0,0,132,N,22,Y,0,0,0,0,0,N,391
1985,0,BH,N,BISHAN ST 12,32,108,0,4,Y,0,N,0,0,16,N,16,N,0,0,0,0,0,N,392
1984,0,BM,N,BT PURMEI RD,176,108,0,12,Y,0,N,0,0,55,N,121,Y,0,0,0,0,0,N,393
1984,0,BB,N,BT BATOK WEST AVE 6,88,108,0,8,Y,0,N,0,0,0,N,88,Y,0,0,0,0,0,N,394
1964,0,QT,N,C'WEALTH CRES,76,108,0,10,Y,0,N,0,0,64,N,4,N,0,1,7,0,0,N,395
2017,0,SB,Y,CANBERRA WALK,0,108,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,396
1984,0,CL,N,CLEMENTI ST 11,0,108,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,397
2004,0,BM,N,DEPOT RD,0,108,0,3,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,Y,398
1986,0,BP,N,GANGSA RD,90,108,0,10,Y,0,N,0,0,54,N,36,Y,0,0,0,0,0,N,399
1982,0,HG,N,HOUGANG AVE 1,70,108,0,4,Y,0,N,0,0,66,Y,4,N,0,0,0,0,0,N,400
1983,0,BM,N,JLN BT MERAH,169,108,1,10,Y,0,N,0,0,94,N,74,N,0,0,0,0,0,N,401
1983,0,KWN,N,JLN RAJAH,75,108,75,11,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,402
1982,0,JE,N,JURONG EAST ST 13,98,108,0,12,Y,0,N,0,0,0,Y,98,Y,0,0,0,0,0,N,403
1988,0,BD,N,LENGKONG TIGA,47,108,47,9,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,404
1969,0,TP,N,LOR 1 TOA PAYOH,118,108,0,10,Y,0,N,0,2,115,N,0,N,0,0,0,0,1,N,405
1986,0,KWN,N,MCNAIR RD,140,108,0,15,Y,0,N,0,28,8,Y,104,N,0,0,0,0,0,N,406
1988,0,PRC,N,PASIR RIS ST 12,48,108,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,407
1984,0,TP,N,POTONG PASIR AVE 1,142,108,1,14,Y,0,N,0,0,115,Y,26,Y,0,0,0,0,0,N,408
2002,0,PG,N,PUNGGOL FIELD,0,108,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,409
1998,0,SK,N,RIVERVALE WALK,78,108,0,17,Y,0,N,0,18,0,N,60,N,0,0,0,0,0,N,410
1983,0,SGN,N,SERANGOON NTH AVE 1,128,108,0,12,Y,0,N,0,4,124,N,0,Y,0,0,0,0,0,N,411
1987,0,TAP,N,SIMEI ST 1,100,108,0,11,Y,0,N,0,36,0,N,64,Y,0,0,0,0,0,N,412
1976,0,BM,Y,SPOTTISWOODE PK RD,0,108,0,5,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,413
1983,0,TAP,N,TAMPINES ST 11,120,108,0,11,Y,0,N,0,0,80,N,40,N,0,0,0,0,0,N,414
1988,0,CCK,N,TECK WHYE LANE,72,108,72,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,415
1984,0,WL,N,WOODLANDS ST 13,111,108,0,13,Y,0,N,0,0,0,N,111,N,0,0,0,0,0,N,416
1981,0,YS,N,YISHUN RING RD,208,108,0,9,Y,0,N,0,0,137,N,32,Y,0,16,0,16,7,N,417
2021,0,TP,N,BIDADARI PK DR,156,108A,0,16,Y,0,N,0,0,96,N,60,N,0,0,0,0,0,N,418
1984,0,CL,N,CLEMENTI ST 11,0,108A,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,419
2017,0,SB,N,CANBERRA WALK,112,108A,0,14,Y,0,N,0,74,0,N,38,N,0,0,0,0,0,N,420
2004,0,BM,Y,DEPOT RD,0,108A,0,5,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,421
2003,0,KWN,Y,MCNAIR RD,0,108A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,422
2001,0,PRC,Y,PASIR RIS ST 12,0,108A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,423
2021,0,TP,N,BIDADARI PK DR,62,108B,0,17,Y,0,N,0,30,0,N,32,N,0,0,0,0,0,N,424
2017,0,SB,N,CANBERRA WALK,117,108B,0,14,Y,0,N,0,52,0,N,65,N,0,0,0,0,0,N,425
2003,0,KWN,N,MCNAIR RD,174,108B,0,30,Y,0,N,0,87,0,N,87,N,0,0,0,0,0,N,426
2017,0,SB,N,CANBERRA WALK,108,108C,0,13,Y,0,N,0,48,0,N,60,N,0,0,0,0,0,N,427
2003,0,KWN,N,MCNAIR RD,174,108C,0,30,Y,0,N,0,58,0,N,116,N,0,0,0,0,0,N,428
2018,0,SB,N,CANBERRA WALK,0,108D,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,429
1980,0,GL,N,ALJUNIED CRES,195,109,0,12,Y,0,N,0,0,130,N,3,N,0,2,59,0,1,N,430
1978,0,AMK,N,ANG MO KIO AVE 4,154,109,0,12,Y,0,N,0,0,120,N,33,Y,0,0,0,0,1,N,431
1976,0,BD,N,BEDOK NTH RD,149,109,2,12,Y,0,N,0,3,122,Y,22,N,0,0,0,0,0,N,432
1985,0,BD,N,BEDOK RESERVOIR RD,32,109,0,4,Y,0,N,0,0,24,N,8,N,0,0,0,0,0,N,433
1985,0,BH,N,BISHAN ST 12,96,109,0,13,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,434
2021,0,TP,Y,BIDADARI PK DR,0,109,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,435
